filename,band,gain,exp_time,bg_median,bg_std,flux,m_sky,sigma_m
20260407T203237_420_Transient_DarkSubtracted_r_band.new,red,0.2303646,3.969997,2400.0,429.381591796875,139.26333949370743,18.44167663187343,0.19424149758911133
20260407T203241_390_Transient_DarkSubtracted_r_band.new,red,0.2303646,3.969997,2400.0,429.8973388671875,139.26333949370743,18.44167663187343,0.19447480867004396
20260407T203403_496_Transient_DarkSubtracted_b_band.new,blue,0.2303646,3.969997,1696.0,369.9500732421875,98.41275990888657,18.818640116350707,0.23682476091924706
20260407T203407_466_Transient_DarkSubtracted_b_band.new,blue,0.2303646,3.969997,1696.0,370.31634521484375,98.41275990888657,18.818640116350707,0.23705923113193156
20260407T203411_436_Transient_DarkSubtracted_b_band.new,blue,0.2303646,3.969997,1696.0,371.1455383300781,98.41275990888657,18.818640116350707,0.23759004184255064
20260407T203403_496_Transient_DarkSubtracted_g_band.new,green,0.2303646,3.969997,1136.0,224.70928955078125,65.91798069368818,19.253758907714946,0.21475957364901693
20260407T203407_466_Transient_DarkSubtracted_g_band.new,green,0.2303646,3.969997,1136.0,224.7397308349609,65.91798069368818,19.253758907714946,0.21478866704887067
20260407T203411_436_Transient_DarkSubtracted_g_band.new,green,0.2303646,3.969997,1136.0,225.0889587402344,65.91798069368818,19.253758907714946,0.21512243178193005
20260407T203403_496_Transient_DarkSubtracted_r_band.new,red,0.2303646,3.969997,1696.0,370.2820434570313,98.41275990888657,18.818640116350707,0.23703727274840738
20260407T203407_466_Transient_DarkSubtracted_r_band.new,red,0.2303646,3.969997,1696.0,370.53424072265625,98.41275990888657,18.818640116350707,0.23719871766072403
20260407T203411_436_Transient_DarkSubtracted_r_band.new,red,0.2303646,3.969997,1696.0,370.94281005859375,98.41275990888657,18.818640116350707,0.23746026467017411
20260407T203554_421_Transient_DarkSubtracted_b_band.new,blue,0.2303646,3.969997,10592.0,1002.84326171875,614.6155382988954,16.829759805913383,0.10279332791239114
20260407T203558_391_Transient_DarkSubtracted_b_band.new,blue,0.2303646,3.969997,10576.0,1006.4920043945312,613.687116035604,16.831401130798533,0.10332340858274798
20260407T203602_361_Transient_DarkSubtracted_b_band.new,blue,0.2303646,3.969997,10576.0,1001.2797241210938,613.687116035604,16.831401130798533,0.10278833173962477
20260407T203554_421_Transient_DarkSubtracted_g_band.new,green,0.2303646,3.969997,10144.0,810.1345825195312,588.6197149267367,16.876681634808303,0.08670772044967026
20260407T203558_391_Transient_DarkSubtracted_g_band.new,green,0.2303646,3.969997,10152.0,809.1956176757812,589.0839260583824,16.875825713435823,0.0865389757792155
20260407T203602_361_Transient_DarkSubtracted_g_band.new,green,0.2303646,3.969997,10152.0,809.5117797851562,589.0839260583824,16.875825713435823,0.086572787560357
20260407T203554_421_Transient_DarkSubtracted_r_band.new,red,0.2303646,3.969997,10560.0,1002.722412109375,612.7586937723127,16.833044940657963,0.10309239799499513
20260407T203558_391_Transient_DarkSubtracted_r_band.new,red,0.2303646,3.969997,10560.0,1005.92724609375,612.7586937723127,16.833044940657963,0.10342189498901368
20260407T203602_361_Transient_DarkSubtracted_r_band.new,red,0.2303646,3.969997,10576.0,1004.7034912109376,613.687116035604,16.831401130798533,0.10313980525791556
20260407T203711_651_Transient_DarkSubtracted_b_band.new,blue,0.2303646,3.969997,9744.0,899.9097290039062,565.4091583444521,16.920361547930447,0.10027011420151283
20260407T203715_621_Transient_DarkSubtracted_b_band.new,blue,0.2303646,3.969997,9664.0,894.3765869140625,560.7670470279952,16.929312432959804,0.10047854515858835
20260407T203711_651_Transient_DarkSubtracted_g_band.new,green,0.2303646,3.969997,9448.0,695.5454711914062,548.2333464735616,16.9538550246388,0.07992736220073135
20260407T203715_621_Transient_DarkSubtracted_g_band.new,green,0.2303646,3.969997,9368.0,691.2989501953125,543.5912351571046,16.96308753099168,0.08011777009255454
20260407T203711_651_Transient_DarkSubtracted_r_band.new,red,0.2303646,3.969997,9728.0,899.6995849609375,564.4807360811608,16.922145831330795,0.10041157888487767
20260407T203715_621_Transient_DarkSubtracted_r_band.new,red,0.2303646,3.969997,9632.0,895.2489624023438,558.9102025014124,16.932913551368074,0.1009106933638107
